,Day,Month,Year,Make,Aircraft.damage,Aircraft.Category,Number.of.Engines,Engine.Type,Weather.Condition,Broad.phase.of.flight,Fatal,Injured,Uninjured,Fatal.Cat,Fatal.Count,Latitude,Longitude
194,3,10,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Cruise,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
195,4,10,1982,BEECH,Destroyed,Airplane,1,Reciprocating,IMC,Takeoff,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0
196,4,10,1982,BEECH,Substantial,Airplane,2,Reciprocating,VMC,Landing,0.0,4.0,0.0,Non-Fatal,0,0.0,0.0
197,8,10,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
198,8,10,1982,BEECH,Substantial,Airplane,2,Reciprocating,VMC,Cruise,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
199,9,10,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
200,9,10,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Taxi,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
201,10,10,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Approach,4.0,0.0,0.0,Fatal,4,0.0,0.0
202,11,10,1982,BEECH,Destroyed,Airplane,1,Reciprocating,VMC,Descent,1.0,0.0,0.0,Fatal,1,0.0,0.0
203,11,10,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Taxi,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
204,16,10,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Takeoff,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0
205,16,10,1982,BEECH,Substantial,Airplane,2,Reciprocating,VMC,Landing,0.0,0.0,4.0,Non-Fatal,0,0.0,0.0
206,17,10,1982,BEECH,Destroyed,Airplane,2,Reciprocating,VMC,Takeoff,14.0,0.0,0.0,Fatal,14,0.0,0.0
207,19,10,1982,BEECH,Destroyed,Airplane,2,Reciprocating,IMC,Landing,2.0,0.0,0.0,Fatal,2,0.0,0.0
208,20,10,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Takeoff,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0
209,20,10,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Maneuvering,1.0,0.0,0.0,Fatal,1,0.0,0.0
210,23,10,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
211,26,10,1982,BEECH,Destroyed,Airplane,1,Reciprocating,VMC,Cruise,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0
212,1,11,1982,BEECH,Substantial,Airplane,2,Turbo Prop,VMC,Taxi,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
213,2,11,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
214,3,11,1982,BEECH,Substantial,Airplane,2,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
215,6,11,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Cruise,0.0,0.0,4.0,Non-Fatal,0,0.0,0.0
216,6,11,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Takeoff,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
217,8,11,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Takeoff,1.0,1.0,0.0,Fatal,1,0.0,0.0
218,10,11,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Approach,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
219,16,11,1982,BEECH,Substantial,Airplane,2,Reciprocating,IMC,Landing,0.0,2.0,2.0,Non-Fatal,0,0.0,0.0
220,23,11,1982,BEECH,Destroyed,Airplane,2,Reciprocating,IMC,Takeoff,2.0,0.0,0.0,Fatal,2,0.0,0.0
221,24,11,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
222,27,11,1982,BEECH,Destroyed,Airplane,1,Reciprocating,IMC,Cruise,1.0,0.0,0.0,Fatal,1,0.0,0.0
223,29,11,1982,BEECH,Destroyed,Airplane,1,Reciprocating,IMC,Maneuvering,2.0,0.0,0.0,Fatal,2,0.0,0.0
224,4,12,1982,BEECH,Destroyed,Airplane,1,Reciprocating,IMC,Cruise,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0
225,6,12,1982,BEECH,Destroyed,Airplane,1,Reciprocating,VMC,Climb,2.0,0.0,0.0,Fatal,2,0.0,0.0
226,6,12,1982,BEECH,Substantial,Airplane,2,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
227,9,12,1982,BEECH,Substantial,Airplane,1,Reciprocating,IMC,Cruise,0.0,1.0,2.0,Non-Fatal,0,0.0,0.0
228,12,12,1982,BEECH,Substantial,Airplane,1,Reciprocating,IMC,Go-around,0.0,3.0,0.0,Non-Fatal,0,0.0,0.0
229,14,12,1982,BEECH,Destroyed,Airplane,1,Reciprocating,VMC,Maneuvering,1.0,0.0,0.0,Fatal,1,0.0,0.0
230,16,12,1982,BEECH,Destroyed,Airplane,1,Reciprocating,VMC,Cruise,4.0,0.0,0.0,Fatal,4,0.0,0.0
231,20,12,1982,BEECH,Substantial,Airplane,2,Reciprocating,IMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
232,21,12,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
233,26,12,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Cruise,0.0,0.0,4.0,Non-Fatal,0,0.0,0.0
234,29,12,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Approach,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
235,29,12,1982,BEECH,Substantial,Airplane,1,Reciprocating,VMC,Landing,0.0,0.0,4.0,Non-Fatal,0,0.0,0.0
236,30,12,1982,BEECH,Substantial,Airplane,2,Reciprocating,IMC,Cruise,0.0,0.0,4.0,Non-Fatal,0,0.0,0.0
237,2,1,1983,BEECH,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0
238,2,1,1983,BEECH,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
239,5,1,1983,BEECH,Destroyed,,1,Reciprocating,VMC,Takeoff,0.0,4.0,0.0,Non-Fatal,0,0.0,0.0
240,7,1,1983,BEECH,Substantial,,1,Reciprocating,VMC,Approach,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0
241,9,1,1983,BEECH,Destroyed,,2,Reciprocating,VMC,Cruise,7.0,0.0,2.0,Fatal,7,0.0,0.0
242,9,1,1983,BEECH,Substantial,,2,Turbo Prop,VMC,Cruise,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
243,12,1,1983,BEECH,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
244,19,1,1983,BEECH,Minor,,2,Turbo Prop,VMC,Standing,1.0,0.0,10.0,Fatal,1,0.0,0.0
245,20,1,1983,BEECH,Substantial,,2,Reciprocating,IMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
246,21,1,1983,BEECH,Substantial,,2,Turbo Prop,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
247,21,1,1983,BEECH,Substantial,,2,Reciprocating,VMC,Approach,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0
248,22,1,1983,BEECH,Substantial,,2,Reciprocating,IMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
249,25,1,1983,BEECH,Destroyed,,2,Reciprocating,VMC,Approach,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
250,28,1,1983,BEECH,Substantial,,2,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
251,30,1,1983,BEECH,Substantial,,2,Reciprocating,VMC,Landing,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0
252,2,2,1983,BEECH,Substantial,,2,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
253,4,2,1983,BEECH,Destroyed,,2,Reciprocating,IMC,Cruise,2.0,0.0,0.0,Fatal,2,0.0,0.0
254,6,2,1983,BEECH,Substantial,,1,Reciprocating,VMC,Approach,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
255,9,2,1983,BEECH,Destroyed,,1,Reciprocating,IMC,Cruise,1.0,0.0,0.0,Fatal,1,0.0,0.0
256,11,2,1983,BEECH,Substantial,,2,Reciprocating,VMC,Takeoff,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
257,12,2,1983,BEECH,Substantial,,1,Reciprocating,VMC,Approach,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
258,14,2,1983,BEECH,Substantial,,1,Reciprocating,IMC,Standing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
259,15,2,1983,BEECH,Destroyed,,1,Reciprocating,IMC,Approach,0.0,4.0,0.0,Non-Fatal,0,0.0,0.0
260,15,2,1983,BEECH,Substantial,,2,Reciprocating,VMC,Standing,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0
261,21,2,1983,BEECH,Destroyed,,1,Reciprocating,IMC,Cruise,5.0,0.0,0.0,Fatal,5,0.0,0.0
262,22,2,1983,BEECH,Substantial,,2,Reciprocating,IMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
263,24,2,1983,BEECH,Substantial,,1,Reciprocating,VMC,Approach,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
264,28,2,1983,BEECH,Destroyed,,2,Reciprocating,IMC,Cruise,2.0,0.0,0.0,Fatal,2,0.0,0.0
265,4,3,1983,BEECH,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
266,6,3,1983,BEECH,Destroyed,,1,Reciprocating,VMC,Maneuvering,1.0,0.0,0.0,Fatal,1,0.0,0.0
267,6,3,1983,BEECH,Destroyed,,1,Reciprocating,VMC,Approach,2.0,2.0,0.0,Fatal,2,0.0,0.0
268,13,3,1983,BEECH,Destroyed,,1,Reciprocating,VMC,Landing,2.0,0.0,0.0,Fatal,2,0.0,0.0
269,14,3,1983,BEECH,Substantial,,1,Reciprocating,VMC,Approach,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0
270,15,3,1983,BEECH,Substantial,,1,Reciprocating,IMC,Cruise,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0
271,15,3,1983,BEECH,Substantial,,2,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
272,17,3,1983,BEECH,Minor,,2,Reciprocating,VMC,Taxi,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0
273,17,3,1983,BEECH,Substantial,,2,Reciprocating,VMC,Cruise,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0
274,18,3,1983,BEECH,Substantial,,1,Reciprocating,VMC,Cruise,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
275,24,3,1983,BEECH,Destroyed,,1,Reciprocating,IMC,Cruise,3.0,0.0,0.0,Fatal,3,0.0,0.0
276,25,3,1983,BEECH,Destroyed,,1,Reciprocating,VMC,Approach,0.0,3.0,1.0,Non-Fatal,0,0.0,0.0
277,26,3,1983,BEECH,Substantial,,1,Reciprocating,VMC,Landing,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0
278,26,3,1983,BEECH,Substantial,,1,Reciprocating,VMC,Approach,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0
279,29,3,1983,BEECH,Substantial,,2,Reciprocating,VMC,Landing,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0
280,29,3,1983,BEECH,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0
281,30,3,1983,BEECH,Destroyed,,1,Reciprocating,IMC,Cruise,2.0,0.0,0.0,Fatal,2,0.0,0.0
282,31,3,1983,BEECH,Substantial,,1,Reciprocating,VMC,Taxi,0.0,0.0,5.0,Non-Fatal,0,0.0,0.0
283,10,4,1983,BEECH,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
284,13,4,1983,BEECH,Substantial,,2,Reciprocating,IMC,Landing,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0
285,14,4,1983,BEECH,Destroyed,,2,Reciprocating,VMC,Takeoff,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0
286,15,4,1983,BEECH,Destroyed,,1,Reciprocating,VMC,Go-around,4.0,0.0,0.0,Fatal,4,0.0,0.0
287,16,4,1983,BEECH,Substantial,,2,Reciprocating,VMC,Takeoff,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
288,17,4,1983,BEECH,Destroyed,,1,Reciprocating,VMC,Approach,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0
289,17,4,1983,BEECH,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
290,19,4,1983,BEECH,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
291,19,4,1983,BEECH,Substantial,,2,Turbo Prop,VMC,Landing,0.0,0.0,10.0,Non-Fatal,0,0.0,0.0
292,20,4,1983,BEECH,Substantial,,2,Reciprocating,VMC,Approach,0.0,0.0,4.0,Non-Fatal,0,0.0,0.0
293,21,4,1983,BEECH,Destroyed,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
294,22,4,1983,BEECH,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0
295,22,4,1983,BEECH,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
296,26,4,1983,BEECH,Destroyed,,1,Reciprocating,VMC,Approach,3.0,0.0,0.0,Fatal,3,0.0,0.0
297,28,4,1983,BEECH,Destroyed,,2,Reciprocating,VMC,Takeoff,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0
298,29,4,1983,BEECH,Destroyed,,1,Reciprocating,VMC,Takeoff,2.0,0.0,0.0,Fatal,2,0.0,0.0
299,30,4,1983,BEECH,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0
300,1,5,1983,BEECH,Destroyed,,1,Reciprocating,VMC,Cruise,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0
301,4,5,1983,BEECH,Substantial,,2,Reciprocating,VMC,Taxi,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
302,5,5,1983,BEECH,Substantial,,1,Reciprocating,VMC,Approach,0.0,0.0,4.0,Non-Fatal,0,0.0,0.0
303,5,5,1983,BEECH,Substantial,,2,Reciprocating,IMC,Cruise,0.0,1.0,1.0,Non-Fatal,0,0.0,0.0
304,6,5,1983,BEECH,Substantial,,1,Reciprocating,VMC,Go-around,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0
305,9,5,1983,BEECH,Substantial,,2,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
306,9,5,1983,BEECH,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0
307,12,5,1983,BEECH,Substantial,,2,Reciprocating,VMC,Landing,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0
308,12,5,1983,BEECH,Substantial,,2,Reciprocating,IMC,Approach,0.0,3.0,0.0,Non-Fatal,0,0.0,0.0
309,14,5,1983,BEECH,Substantial,,2,Reciprocating,IMC,Cruise,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
310,16,5,1983,BEECH,Substantial,,2,Reciprocating,IMC,Climb,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0
311,19,5,1983,BEECH,Destroyed,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
312,20,5,1983,BEECH,Substantial,,1,Reciprocating,VMC,Approach,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0
313,21,5,1983,BEECH,Destroyed,,1,Reciprocating,VMC,Maneuvering,2.0,0.0,0.0,Fatal,2,0.0,0.0
314,22,5,1983,BEECH,Destroyed,,1,Reciprocating,VMC,Cruise,4.0,0.0,0.0,Fatal,4,0.0,0.0
315,25,5,1983,BEECH,Destroyed,,1,Reciprocating,VMC,Cruise,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
316,28,5,1983,BEECH,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
317,30,5,1983,BEECH,Destroyed,,1,Reciprocating,IMC,Approach,4.0,0.0,0.0,Fatal,4,0.0,0.0
318,30,5,1983,BEECH,Destroyed,,1,Reciprocating,VMC,Approach,4.0,0.0,0.0,Fatal,4,0.0,0.0
319,3,6,1983,BEECH,Substantial,,2,Reciprocating,VMC,Landing,0.0,0.0,4.0,Non-Fatal,0,0.0,0.0
320,5,6,1983,BEECH,Destroyed,,1,Reciprocating,VMC,Go-around,1.0,0.0,0.0,Fatal,1,0.0,0.0
321,5,6,1983,BEECH,Substantial,,1,Reciprocating,VMC,Approach,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
322,6,6,1983,BEECH,Substantial,,2,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
323,7,6,1983,BEECH,Substantial,,2,Reciprocating,VMC,Takeoff,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
324,11,6,1983,BEECH,Destroyed,,1,Reciprocating,VMC,Takeoff,4.0,0.0,0.0,Fatal,4,0.0,0.0
325,11,6,1983,BEECH,Destroyed,,2,Reciprocating,IMC,Climb,2.0,0.0,0.0,Fatal,2,0.0,0.0
326,12,6,1983,BEECH,Destroyed,,1,Reciprocating,VMC,Maneuvering,4.0,0.0,0.0,Fatal,4,0.0,0.0
327,13,6,1983,BEECH,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,4.0,Non-Fatal,0,0.0,0.0
328,16,6,1983,BEECH,Destroyed,,2,Reciprocating,VMC,Cruise,1.0,0.0,0.0,Fatal,1,0.0,0.0
329,18,6,1983,BEECH,Destroyed,,1,Reciprocating,VMC,Cruise,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
330,19,6,1983,BEECH,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
331,19,6,1983,BEECH,Substantial,,2,Reciprocating,IMC,Approach,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
332,20,6,1983,BEECH,Substantial,,2,Reciprocating,VMC,Approach,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
333,21,6,1983,BEECH,Substantial,,2,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
334,21,6,1983,BEECH,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,1.0,1.0,Non-Fatal,0,0.0,0.0
335,22,6,1983,BEECH,Substantial,,1,Reciprocating,VMC,Approach,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0
336,23,6,1983,BEECH,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,4.0,Non-Fatal,0,0.0,0.0
337,24,6,1983,BEECH,Substantial,,1,Reciprocating,VMC,Landing,0.0,1.0,1.0,Non-Fatal,0,0.0,0.0
338,28,6,1983,BEECH,Destroyed,,1,Reciprocating,VMC,Go-around,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0
339,29,6,1983,BEECH,Destroyed,,2,Turbo Jet,VMC,Takeoff,2.0,0.0,2.0,Fatal,2,0.0,0.0
340,30,6,1983,BEECH,Destroyed,,2,Reciprocating,IMC,Cruise,1.0,0.0,0.0,Fatal,1,0.0,0.0
341,1,7,1983,BEECH,Destroyed,,1,Reciprocating,VMC,Approach,2.0,0.0,0.0,Fatal,2,0.0,0.0
342,1,7,1983,BEECH,Substantial,,2,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
343,2,7,1983,BEECH,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
344,2,7,1983,BEECH,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,4.0,Non-Fatal,0,0.0,0.0
345,3,7,1983,BEECH,Substantial,,2,Reciprocating,VMC,Taxi,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
346,4,7,1983,BEECH,Destroyed,,1,Reciprocating,VMC,Takeoff,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0
347,7,7,1983,BEECH,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
348,9,7,1983,BEECH,Destroyed,,1,Reciprocating,VMC,Cruise,2.0,0.0,0.0,Fatal,2,0.0,0.0
349,13,7,1983,BEECH,Substantial,,1,Reciprocating,IMC,Approach,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
350,23,7,1983,BEECH,Destroyed,,1,Reciprocating,VMC,Maneuvering,0.0,2.0,2.0,Non-Fatal,0,0.0,0.0
351,23,7,1983,BEECH,Substantial,,2,Reciprocating,VMC,Taxi,0.0,1.0,19.0,Non-Fatal,0,0.0,0.0
352,23,7,1983,BEECH,Substantial,,2,Reciprocating,VMC,Standing,0.0,1.0,19.0,Non-Fatal,0,0.0,0.0
353,24,7,1983,BEECH,Destroyed,,1,Reciprocating,VMC,Cruise,1.0,0.0,0.0,Fatal,1,0.0,0.0
354,30,7,1983,BEECH,Substantial,,2,Reciprocating,VMC,Landing,0.0,1.0,1.0,Non-Fatal,0,0.0,0.0
355,31,7,1983,BEECH,Substantial,,2,Turbo Prop,VMC,Landing,0.0,0.0,8.0,Non-Fatal,0,0.0,0.0
356,31,7,1983,BEECH,Substantial,,1,Reciprocating,VMC,Approach,0.0,2.0,1.0,Non-Fatal,0,0.0,0.0
357,1,8,1983,BEECH,Destroyed,,1,Reciprocating,IMC,Cruise,3.0,0.0,0.0,Fatal,3,0.0,0.0
358,2,8,1983,BEECH,Substantial,,1,Reciprocating,VMC,Cruise,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
359,5,8,1983,BEECH,Substantial,,2,Reciprocating,VMC,Approach,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
360,6,8,1983,BEECH,Destroyed,,1,Reciprocating,IMC,Takeoff,2.0,0.0,0.0,Fatal,2,0.0,0.0
361,8,8,1983,BEECH,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
362,8,8,1983,BEECH,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0
363,8,8,1983,BEECH,Substantial,,2,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
364,10,8,1983,BEECH,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0
365,11,8,1983,BEECH,Destroyed,,2,Reciprocating,VMC,Takeoff,2.0,0.0,0.0,Fatal,2,0.0,0.0
366,12,8,1983,BEECH,Substantial,,1,Reciprocating,VMC,Landing,0.0,2.0,2.0,Non-Fatal,0,0.0,0.0
367,13,8,1983,BEECH,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
368,20,8,1983,BEECH,Destroyed,,1,Reciprocating,VMC,Takeoff,4.0,0.0,0.0,Fatal,4,0.0,0.0
369,20,8,1983,BEECH,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0
370,21,8,1983,BEECH,Substantial,,1,Reciprocating,VMC,Approach,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0
371,23,8,1983,BEECH,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
372,23,8,1983,BEECH,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
373,26,8,1983,BEECH,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
374,28,8,1983,BEECH,Destroyed,,2,Reciprocating,VMC,Approach,0.0,5.0,0.0,Non-Fatal,0,0.0,0.0
375,30,8,1983,BEECH,Destroyed,,2,Reciprocating,VMC,Maneuvering,1.0,1.0,0.0,Fatal,1,0.0,0.0
376,1,9,1983,BEECH,Destroyed,,2,Reciprocating,VMC,Takeoff,2.0,0.0,0.0,Fatal,2,0.0,0.0
377,8,9,1983,BEECH,Destroyed,,2,Reciprocating,VMC,Takeoff,0.0,10.0,0.0,Non-Fatal,0,0.0,0.0
378,8,9,1983,BEECH,Substantial,,1,Reciprocating,VMC,Approach,0.0,1.0,0.0,Non-Fatal,0,0.0,0.0
379,8,9,1983,BEECH,Substantial,,2,Reciprocating,VMC,Takeoff,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
380,9,9,1983,BEECH,Substantial,,1,Reciprocating,IMC,Cruise,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0
381,10,9,1983,BEECH,Destroyed,,2,Reciprocating,VMC,Takeoff,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
382,10,9,1983,BEECH,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
383,10,9,1983,BEECH,Substantial,,2,Turbo Prop,VMC,Landing,0.0,0.0,3.0,Non-Fatal,0,0.0,0.0
384,13,9,1983,BEECH,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
385,14,9,1983,BEECH,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
386,15,9,1983,BEECH,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
387,18,9,1983,BEECH,Destroyed,,1,Reciprocating,VMC,Takeoff,1.0,4.0,0.0,Fatal,1,0.0,0.0
388,19,9,1983,BEECH,Destroyed,,2,Reciprocating,VMC,Approach,0.0,2.0,0.0,Non-Fatal,0,0.0,0.0
389,19,9,1983,BEECH,Destroyed,,2,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
390,19,9,1983,BEECH,Substantial,,1,Reciprocating,VMC,Approach,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
391,20,9,1983,BEECH,Substantial,,2,Reciprocating,IMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
392,21,9,1983,BEECH,Destroyed,,2,Reciprocating,IMC,Cruise,1.0,0.0,0.0,Fatal,1,0.0,0.0
393,22,9,1983,BEECH,Substantial,,2,Reciprocating,VMC,Landing,0.0,0.0,5.0,Non-Fatal,0,0.0,0.0
394,22,9,1983,BEECH,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
395,24,9,1983,BEECH,Substantial,,1,Reciprocating,VMC,Cruise,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0
396,26,9,1983,BEECH,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,0.0,0.0
