,Day,Month,Year,Make,Aircraft.damage,Aircraft.Category,Number.of.Engines,Engine.Type,Weather.Condition,Broad.phase.of.flight,Fatal,Injured,Uninjured,Fatal.Cat,Fatal.Count,Latitude,Longitude,Fatal Ratio
26720,6,10,2002,CESSNA,Substantial,,1,Reciprocating,VMC,Taxi,0.0,0.0,2.0,Non-Fatal,0,39.908611,-105.117223,0.0
26721,7,10,2002,CESSNA,Substantial,,2,Turbo Fan,VMC,Landing,0.0,4.0,0.0,Non-Fatal,0,45.008333,-69.240833,0.0
26722,7,10,2002,CESSNA,Destroyed,,1,Reciprocating,VMC,Maneuvering,0.0,1.0,0.0,Non-Fatal,0,33.25,-118.5,0.0
26723,10,10,2002,CESSNA,Substantial,,1,Reciprocating,VMC,Approach,0.0,1.0,0.0,Non-Fatal,0,36.039722,-95.984722,0.0
26724,11,10,2002,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,29.336944,-98.471111,0.0
26725,11,10,2002,CESSNA,Destroyed,,1,Reciprocating,VMC,Cruise,1.0,0.0,0.0,Fatal,1,45.515278,-69.1275,100.0
26726,12,10,2002,CESSNA,Substantial,,2,Reciprocating,VMC,Landing,0.0,0.0,5.0,Non-Fatal,0,36.211667,-115.195833,0.0
26727,12,10,2002,CESSNA,Substantial,,1,Reciprocating,VMC,Cruise,0.0,2.0,0.0,Non-Fatal,0,39.929167,-83.609444,0.0
26728,13,10,2002,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,33.833333,-83.333333,0.0
26729,13,10,2002,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,26.247222,-80.113889,0.0
26730,14,10,2002,CESSNA,Destroyed,,1,Reciprocating,VMC,Cruise,1.0,0.0,0.0,Fatal,1,33.101944,-116.216389,100.0
26731,14,10,2002,CESSNA,Destroyed,,1,Reciprocating,VMC,Go-around,0.0,1.0,0.0,Non-Fatal,0,44.996666,-92.855,0.0
26732,15,10,2002,CESSNA,Destroyed,,1,Reciprocating,IMC,Approach,2.0,0.0,0.0,Fatal,2,38.098333,-83.945277,100.0
26733,17,10,2002,CESSNA,Substantial,,1,Reciprocating,VMC,Taxi,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
26734,17,10,2002,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,2.0,Non-Fatal,0,25.95,-80.416667,0.0
26735,18,10,2002,CESSNA,Substantial,,1,Reciprocating,VMC,Descent,0.0,1.0,0.0,Non-Fatal,0,38.484444,-77.612778,0.0
26736,20,10,2002,CESSNA,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,1.0,Non-Fatal,0,42.834444,-70.829445,0.0
26737,20,10,2002,CESSNA,Substantial,Airplane,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,61.571389,-149.540555,0.0
26738,21,10,2002,CESSNA,Substantial,,1,Reciprocating,IMC,Approach,0.0,3.0,0.0,Non-Fatal,0,34.033333,-117.5,0.0
26739,21,10,2002,CESSNA,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,1.0,0.0,Non-Fatal,0,39.588611,-89.414444,0.0
26740,22,10,2002,CESSNA,Substantial,,2,Reciprocating,VMC,Takeoff,1.0,0.0,0.0,Fatal,1,29.341666,-80.685555,100.0
26741,22,10,2002,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,44.533056,-69.675278,0.0
26742,23,10,2002,CESSNA,Destroyed,,1,Turbo Prop,IMC,Cruise,1.0,0.0,0.0,Fatal,1,30.705833,-87.95,100.0
26743,24,10,2002,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,40.799444,-74.414722,0.0
26744,25,10,2002,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,1.0,0.0,Non-Fatal,0,27.460556,-81.348333,0.0
26745,25,10,2002,CESSNA,Substantial,Airplane,1,Reciprocating,VMC,Taxi,0.0,0.0,1.0,Non-Fatal,0,61.186944,-149.965278,0.0
26746,25,10,2002,CESSNA,Destroyed,,1,Reciprocating,IMC,Approach,3.0,0.0,0.0,Fatal,3,36.852222,-79.937222,100.0
26747,27,10,2002,CESSNA,Substantial,,1,Reciprocating,VMC,Cruise,2.0,0.0,2.0,Fatal,2,26.335833,-80.291111,50.0
26748,27,10,2002,CESSNA,Substantial,,1,Reciprocating,VMC,Cruise,0.0,1.0,0.0,Non-Fatal,0,39.840833,-83.839444,0.0
26749,27,10,2002,CESSNA,Destroyed,,1,Reciprocating,VMC,Cruise,2.0,0.0,2.0,Fatal,2,26.335833,-80.291111,50.0
26750,28,10,2002,CESSNA,Substantial,,1,Reciprocating,VMC,Cruise,0.0,1.0,0.0,Non-Fatal,0,61.815556,-162.0125,0.0
26751,29,10,2002,CESSNA,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,1.0,Non-Fatal,0,32.681111,-102.654444,0.0
26752,29,10,2002,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
26753,29,10,2002,CESSNA,Substantial,,1,Reciprocating,VMC,Approach,0.0,0.0,2.0,Non-Fatal,0,57.533333,-153.966667,0.0
26755,31,10,2002,CESSNA,Substantial,,1,Reciprocating,IMC,Cruise,1.0,0.0,0.0,Fatal,1,39.58,-79.273889,100.0
26756,31,10,2002,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,1.0,1.0,Non-Fatal,0,30.2025,-95.319445,0.0
26757,31,10,2002,CESSNA,Substantial,,1,Reciprocating,IMC,Cruise,0.0,1.0,0.0,Non-Fatal,0,30.915556,-102.916111,0.0
26758,31,10,2002,CESSNA,Substantial,,1,Reciprocating,VMC,Cruise,0.0,1.0,0.0,Non-Fatal,0,35.898611,-92.659722,0.0
26759,2,11,2002,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,2.0,Non-Fatal,0,33.817778,-118.151667,0.0
26760,5,11,2002,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,36.835,-114.055278,0.0
26761,7,11,2002,CESSNA,Substantial,,1,Reciprocating,VMC,Go-around,0.0,1.0,0.0,Non-Fatal,0,47.966945,-102.444722,0.0
26762,8,11,2002,CESSNA,Substantial,,1,Reciprocating,VMC,Approach,1.0,0.0,0.0,Fatal,1,33.134722,-97.361111,100.0
26763,8,11,2002,CESSNA,Destroyed,,1,Reciprocating,VMC,Cruise,1.0,0.0,0.0,Fatal,1,31.883333,-117.683333,100.0
26764,8,11,2002,CESSNA,Destroyed,,1,Turbo Prop,VMC,Cruise,4.0,0.0,0.0,Fatal,4,35.224723,-111.931945,100.0
26765,9,11,2002,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,4.0,0.0,Non-Fatal,0,41.263333,-87.135,0.0
26766,9,11,2002,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,2.0,1.0,Non-Fatal,0,61.214444,-149.846666,0.0
26767,10,11,2002,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,34.25,-118.4,0.0
26769,11,11,2002,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,33.626945,-111.9,0.0
26770,12,11,2002,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,40.9475,-74.314444,0.0
26771,12,11,2002,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,41.7875,-111.8525,0.0
26772,13,11,2002,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,2.0,0.0,Non-Fatal,0,28.545555,-81.333056,0.0
26773,13,11,2002,CESSNA,Substantial,,1,Reciprocating,VMC,Go-around,0.0,4.0,0.0,Non-Fatal,0,34.265556,-118.4,0.0
26774,14,11,2002,CESSNA,Destroyed,,1,Reciprocating,VMC,Approach,1.0,0.0,0.0,Fatal,1,43.119445,-77.631667,100.0
26775,15,11,2002,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,3.0,Non-Fatal,0,34.873611,-118.215278,0.0
26776,17,11,2002,CESSNA,Destroyed,,1,Reciprocating,IMC,Cruise,2.0,0.0,0.0,Fatal,2,40.493611,-81.383056,100.0
26778,19,11,2002,CESSNA,Substantial,,1,Reciprocating,IMC,Approach,1.0,0.0,0.0,Fatal,1,34.497777,-83.557778,100.0
26779,20,11,2002,CESSNA,Destroyed,,1,Reciprocating,VMC,Cruise,0.0,2.0,0.0,Non-Fatal,0,35.3,-112.183333,0.0
26780,20,11,2002,CESSNA,Destroyed,,1,Reciprocating,IMC,Climb,1.0,1.0,0.0,Fatal,1,30.193889,-90.572223,50.0
26781,23,11,2002,CESSNA,Substantial,,1,Reciprocating,VMC,Approach,0.0,0.0,2.0,Non-Fatal,0,42.460278,-71.517778,0.0
26782,23,11,2002,CESSNA,Substantial,,1,Reciprocating,VMC,Cruise,0.0,0.0,2.0,Non-Fatal,0,37.650556,-82.786666,0.0
26783,24,11,2002,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,27.9925,-82.019723,0.0
26784,26,11,2002,CESSNA,Destroyed,,1,Reciprocating,IMC,Cruise,2.0,0.0,0.0,Fatal,2,47.288055,-120.296111,100.0
26785,27,11,2002,CESSNA,Substantial,,1,Reciprocating,VMC,Cruise,0.0,0.0,4.0,Non-Fatal,0,41.683889,-81.389722,0.0
26786,27,11,2002,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,36.953333,-121.465556,0.0
26787,28,11,2002,CESSNA,Substantial,,1,Reciprocating,VMC,Cruise,0.0,0.0,1.0,Non-Fatal,0,36.161667,-75.864722,0.0
26788,28,11,2002,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,33.168056,-112.286389,0.0
26789,29,11,2002,CESSNA,Destroyed,,1,Reciprocating,VMC,Maneuvering,1.0,0.0,0.0,Fatal,1,34.85,-97.586389,100.0
26790,1,12,2002,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,3.0,0.0,Non-Fatal,0,35.270278,-82.4775,0.0
26791,2,12,2002,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,2.0,Non-Fatal,0,34.132223,-115.945833,0.0
26792,3,12,2002,CESSNA,Substantial,,1,Reciprocating,VMC,Cruise,0.0,0.0,1.0,Non-Fatal,0,36.141666,-99.303056,0.0
26793,3,12,2002,CESSNA,Destroyed,,2,Reciprocating,VMC,Descent,1.0,0.0,0.0,Fatal,1,34.758889,-106.4075,100.0
26794,4,12,2002,CESSNA,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,2.0,0.0,Non-Fatal,0,42.35,-72.7,0.0
26795,4,12,2002,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,39.103333,-84.418611,0.0
26796,4,12,2002,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
26797,4,12,2002,CESSNA,Destroyed,,1,Reciprocating,IMC,Takeoff,1.0,0.0,0.0,Fatal,1,36.271945,-93.156111,100.0
26798,4,12,2002,CESSNA,Destroyed,Airplane,2,Turbo Prop,IMC,Maneuvering,1.0,0.0,0.0,Fatal,1,33.169723,-97.032223,100.0
26799,5,12,2002,CESSNA,Substantial,,1,Reciprocating,VMC,Approach,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
26800,6,12,2002,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,34.125,-84.848611,0.0
26801,6,12,2002,CESSNA,Destroyed,,1,Reciprocating,VMC,Takeoff,2.0,0.0,0.0,Fatal,2,18.451111,-66.675556,100.0
26802,9,12,2002,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,32.95,-116.293333,0.0
26804,16,12,2002,CESSNA,Substantial,Airplane,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,25.867778,-82.574445,0.0
26805,17,12,2002,CESSNA,Destroyed,,1,Turbo Prop,IMC,Approach,1.0,0.0,0.0,Fatal,1,42.168611,-89.151389,100.0
26806,20,12,2002,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,3.0,Non-Fatal,0,31.779723,-103.201389,0.0
26807,21,12,2002,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,34.265556,-118.413611,0.0
26808,22,12,2002,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,34.576389,-90.675834,0.0
26809,24,12,2002,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,43.4575,-96.801944,0.0
26810,25,12,2002,CESSNA,Substantial,Airplane,1,Turbo Prop,IMC,Approach,1.0,0.0,0.0,Fatal,1,35.900556,-75.733333,100.0
26811,25,12,2002,CESSNA,Destroyed,,2,Reciprocating,VMC,Cruise,2.0,0.0,0.0,Fatal,2,40.183333,-103.238611,100.0
26812,26,12,2002,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,40.916111,-81.442222,0.0
26813,27,12,2002,CESSNA,Substantial,,1,Reciprocating,VMC,Taxi,0.0,2.0,1.0,Non-Fatal,0,36.183333,-86.888889,0.0
26814,30,12,2002,CESSNA,Substantial,,1,Reciprocating,VMC,Climb,0.0,0.0,1.0,Non-Fatal,0,0.0,0.0,0.0
26815,31,12,2002,CESSNA,Substantial,,1,Reciprocating,VMC,Approach,0.0,0.0,3.0,Non-Fatal,0,27.236666,-80.561667,0.0
26816,3,1,2003,CESSNA,Substantial,,1,Reciprocating,VMC,Cruise,0.0,0.0,1.0,Non-Fatal,0,31.431667,-81.82,0.0
26817,3,1,2003,CESSNA,Substantial,,2,Reciprocating,VMC,Cruise,0.0,0.0,1.0,Non-Fatal,0,26.175,-98.238611,0.0
26818,3,1,2003,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,38.890277,-90.046111,0.0
26819,4,1,2003,CESSNA,Substantial,,1,Reciprocating,VMC,Taxi,0.0,0.0,3.0,Non-Fatal,0,28.102778,-80.645833,0.0
26820,4,1,2003,CESSNA,Destroyed,,2,Reciprocating,IMC,Approach,0.0,2.0,1.0,Non-Fatal,0,0.0,0.0,0.0
26821,8,1,2003,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,36.176389,-94.119167,0.0
26822,8,1,2003,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,44.741389,-85.582223,0.0
26823,8,1,2003,CESSNA,Substantial,,1,Reciprocating,VMC,Cruise,0.0,0.0,1.0,Non-Fatal,0,43.114444,-93.594444,0.0
26824,11,1,2003,CESSNA,Substantial,Airplane,1,Reciprocating,VMC,Landing,0.0,2.0,0.0,Non-Fatal,0,25.856111,-81.399722,0.0
26825,11,1,2003,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,32.897777,-79.782778,0.0
26826,11,1,2003,CESSNA,Destroyed,,1,Reciprocating,VMC,Climb,2.0,0.0,1.0,Fatal,2,34.144166,-114.251111,66.66666666666666
26827,12,1,2003,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,36.841944,-89.359444,0.0
26828,14,1,2003,CESSNA,Substantial,,1,Reciprocating,IMC,Climb,0.0,0.0,3.0,Non-Fatal,0,47.331111,-122.588889,0.0
26829,14,1,2003,CESSNA,Substantial,,2,Reciprocating,VMC,Approach,0.0,3.0,0.0,Non-Fatal,0,33.85,-116.483333,0.0
26830,15,1,2003,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,33,-115.5,0.0
26831,16,1,2003,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,39.65,-121.610556,0.0
26832,18,1,2003,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,2.0,Non-Fatal,0,36.78,-76.448889,0.0
26833,18,1,2003,CESSNA,Destroyed,,1,Reciprocating,VMC,Maneuvering,4.0,0.0,0.0,Fatal,4,28.926389,-80.848889,100.0
26834,19,1,2003,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,2.0,Non-Fatal,0,40.778334,-82.6875,0.0
26835,19,1,2003,CESSNA,Substantial,,1,Reciprocating,VMC,Cruise,0.0,0.0,1.0,Non-Fatal,0,40.9675,-98.309722,0.0
26836,20,1,2003,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,2.0,1.0,Non-Fatal,0,41.636666,-82.828334,0.0
26837,21,1,2003,CESSNA,Destroyed,,1,Reciprocating,VMC,Maneuvering,1.0,0.0,0.0,Fatal,1,35.173611,-97.216945,100.0
26838,23,1,2003,CESSNA,Substantial,,1,Reciprocating,VMC,Climb,0.0,0.0,4.0,Non-Fatal,0,41.884722,-91.153056,0.0
26839,23,1,2003,CESSNA,Destroyed,,2,Reciprocating,IMC,Approach,0.0,1.0,0.0,Non-Fatal,0,38.561111,-121.266667,0.0
26840,24,1,2003,CESSNA,Destroyed,Airplane,1,Turbo Prop,VMC,Maneuvering,0.0,2.0,0.0,Non-Fatal,0,31.358333,-100.612778,0.0
26841,24,1,2003,CESSNA,Destroyed,,1,Reciprocating,VMC,Climb,5.0,6.0,0.0,Fatal,5,39.766667,-105.05,45.45454545454545
26842,25,1,2003,CESSNA,Substantial,,1,Reciprocating,VMC,Cruise,0.0,0.0,2.0,Non-Fatal,0,33.087777,-118.035833,0.0
26843,25,1,2003,CESSNA,Destroyed,,1,Reciprocating,IMC,Cruise,1.0,0.0,0.0,Fatal,1,21.166667,-156.95,100.0
26844,26,1,2003,CESSNA,Substantial,Airplane,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,25.848611,-81.39,0.0
26845,26,1,2003,CESSNA,Destroyed,,2,Reciprocating,VMC,Maneuvering,4.0,0.0,0.0,Fatal,4,30.613611,-81.280556,100.0
26846,28,1,2003,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,47.016667,-120.516667,0.0
26847,28,1,2003,CESSNA,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,2.0,Non-Fatal,0,30.333333,-81.5,0.0
26848,28,1,2003,CESSNA,Substantial,,1,Reciprocating,VMC,Go-around,0.0,4.0,0.0,Non-Fatal,0,35.356389,-103.4375,0.0
26849,30,1,2003,CESSNA,Substantial,,1,Turbo Prop,VMC,Standing,0.0,0.0,5.0,Non-Fatal,0,61.898889,-161.438055,0.0
26850,31,1,2003,CESSNA,Substantial,,1,Reciprocating,VMC,Approach,0.0,1.0,0.0,Non-Fatal,0,35.118056,-102.185,0.0
26851,31,1,2003,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,44.627778,-93.228056,0.0
26852,1,2,2003,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,45.156111,-117.253056,0.0
26853,1,2,2003,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,60.808333,-151.7,0.0
26854,3,2,2003,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,1.0,0.0,Non-Fatal,0,48.154167,-94.516945,0.0
26856,5,2,2003,CESSNA,Destroyed,,1,Reciprocating,VMC,Cruise,3.0,0.0,0.0,Fatal,3,26.206111,-98.401667,100.0
26857,8,2,2003,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,45.195555,-123.137777,0.0
26858,8,2,2003,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,2.0,0.0,Non-Fatal,0,34.692777,-85.294722,0.0
26859,9,2,2003,CESSNA,Substantial,,1,Reciprocating,IMC,Approach,0.0,0.0,2.0,Non-Fatal,0,47.914167,-122.284444,0.0
26860,9,2,2003,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,41.2875,-74.286944,0.0
26861,9,2,2003,CESSNA,Substantial,,1,Reciprocating,VMC,Cruise,0.0,2.0,0.0,Non-Fatal,0,30.069445,-83.581945,0.0
26862,9,2,2003,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,1.0,0.0,Non-Fatal,0,29.850278,-97.672223,0.0
26863,10,2,2003,CESSNA,Substantial,,1,Reciprocating,VMC,Cruise,0.0,1.0,0.0,Non-Fatal,0,36.325556,-111.483056,0.0
26864,11,2,2003,CESSNA,Substantial,,1,Reciprocating,VMC,Taxi,0.0,0.0,2.0,Non-Fatal,0,43.407222,-94.746389,0.0
26865,11,2,2003,CESSNA,Substantial,,1,Reciprocating,VMC,Go-around,0.0,2.0,0.0,Non-Fatal,0,35.3075,-82.433056,0.0
26866,12,2,2003,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,1.0,0.0,Non-Fatal,0,32.438333,-89.763889,0.0
26867,12,2,2003,CESSNA,Destroyed,,1,Reciprocating,VMC,Cruise,0.0,2.0,0.0,Non-Fatal,0,35.214444,-89.043333,0.0
26868,14,2,2003,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,43.834444,-84.74,0.0
26869,14,2,2003,CESSNA,Destroyed,,1,Reciprocating,IMC,Cruise,1.0,0.0,0.0,Fatal,1,37.19,-97.333056,100.0
26870,16,2,2003,CESSNA,Substantial,,1,Reciprocating,VMC,Approach,0.0,0.0,2.0,Non-Fatal,0,43.991111,-70.947777,0.0
26871,16,2,2003,CESSNA,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,3.0,0.0,Non-Fatal,0,49.1,-121.26,0.0
26872,16,2,2003,CESSNA,Substantial,,2,Reciprocating,VMC,Taxi,0.0,0.0,5.0,Non-Fatal,0,37.6275,-122.389166,0.0
26873,16,2,2003,CESSNA,Destroyed,,2,Reciprocating,IMC,Approach,3.0,4.0,0.0,Fatal,3,37.073056,-84.584166,42.857142857142854
26874,18,2,2003,CESSNA,Substantial,,1,Reciprocating,VMC,Approach,0.0,0.0,1.0,Non-Fatal,0,31.869167,-95.217223,0.0
26875,18,2,2003,CESSNA,Destroyed,,1,Reciprocating,VMC,Maneuvering,0.0,2.0,0.0,Non-Fatal,0,34.334722,-118.601667,0.0
26876,19,2,2003,CESSNA,Substantial,,1,Reciprocating,VMC,Cruise,0.0,0.0,1.0,Non-Fatal,0,40.481945,-74.891111,0.0
26877,20,2,2003,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,41.889722,-72.615,0.0
26878,20,2,2003,CESSNA,Substantial,,2,Reciprocating,VMC,Cruise,0.0,1.0,0.0,Non-Fatal,0,24.616667,-81.158333,0.0
26879,20,2,2003,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,1.0,0.0,Non-Fatal,0,33.626945,-111.9,0.0
26880,22,2,2003,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,1.0,1.0,0.0,Fatal,1,38.335,-81.731667,50.0
26881,22,2,2003,CESSNA,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,0.0,2.0,Non-Fatal,0,34.351111,-85.163333,0.0
26882,23,2,2003,CESSNA,Substantial,,2,Reciprocating,VMC,Cruise,0.0,0.0,1.0,Non-Fatal,0,34.746111,-118.220556,0.0
26883,23,2,2003,CESSNA,Substantial,,1,Reciprocating,VMC,Maneuvering,2.0,0.0,0.0,Fatal,2,38.817223,-114.909722,100.0
26884,24,2,2003,CESSNA,Substantial,,1,Reciprocating,VMC,Maneuvering,0.0,2.0,0.0,Non-Fatal,0,28.777778,-81.2375,0.0
26885,25,2,2003,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,43.234722,-77.120278,0.0
26886,25,2,2003,CESSNA,Destroyed,,1,Reciprocating,VMC,Descent,1.0,0.0,0.0,Fatal,1,28.824723,-81.018611,100.0
26887,26,2,2003,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,0.0,1.0,Non-Fatal,0,39.246666,-84.388889,0.0
26888,27,2,2003,CESSNA,Substantial,,1,Reciprocating,VMC,Cruise,1.0,0.0,0.0,Fatal,1,40.770278,-79.978611,100.0
26889,28,2,2003,CESSNA,Substantial,,1,Reciprocating,VMC,Approach,0.0,0.0,2.0,Non-Fatal,0,40.079723,-83.073056,0.0
26890,1,3,2003,CESSNA,Substantial,,1,Reciprocating,VMC,Approach,0.0,1.0,0.0,Non-Fatal,0,42.503056,-83.623611,0.0
26891,1,3,2003,CESSNA,Substantial,,1,Reciprocating,IMC,Cruise,0.0,1.0,0.0,Non-Fatal,0,34.248611,-82.158889,0.0
26892,2,3,2003,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,42.011944,-121.339166,0.0
26893,2,3,2003,CESSNA,Substantial,,1,Turbo Prop,IMC,Approach,0.0,1.0,0.0,Non-Fatal,0,66.884722,-162.598611,0.0
26894,3,3,2003,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,38.683333,-108.983333,0.0
26895,4,3,2003,CESSNA,Substantial,,2,Reciprocating,VMC,Landing,0.0,0.0,3.0,Non-Fatal,0,41.780278,-124.236389,0.0
26896,5,3,2003,CESSNA,Substantial,,1,Turbo Prop,VMC,Takeoff,0.0,0.0,4.0,Non-Fatal,0,43.910278,-123.0075,0.0
26897,5,3,2003,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,45.857222,-93.032778,0.0
26898,7,3,2003,CESSNA,Destroyed,,1,Reciprocating,VMC,Takeoff,2.0,0.0,0.0,Fatal,2,34.816667,-118.400833,100.0
26899,8,3,2003,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,29.521389,-95.242222,0.0
26900,8,3,2003,CESSNA,Substantial,,1,Reciprocating,VMC,Takeoff,0.0,1.0,0.0,Non-Fatal,0,39.75,-92.633333,0.0
26901,8,3,2003,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,38.848611,-90.5,0.0
26902,8,3,2003,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,2.0,Non-Fatal,0,35.385277,-80.709722,0.0
26903,8,3,2003,CESSNA,Substantial,,1,Reciprocating,VMC,Cruise,0.0,0.0,2.0,Non-Fatal,0,34.283611,-80.564722,0.0
26904,9,3,2003,CESSNA,Substantial,,1,Reciprocating,VMC,Approach,0.0,0.0,2.0,Non-Fatal,0,33.624167,-96.586111,0.0
26905,9,3,2003,CESSNA,Substantial,,1,Reciprocating,VMC,Landing,0.0,0.0,1.0,Non-Fatal,0,35.043055,-85.021945,0.0
